word	part_of_speech	major	minor
업소	명사	경제생활	경제 행위 장소
업자	명사	경제생활	경제 행위 주체
업체	명사	경제생활	경제 행위 장소
엉금엉금	부사	인간	신체 행위
엉덩이	명사	인간	신체 부위
엉뚱하다	형용사	인간	태도
엉망	명사	주생활	주거 상태
엉성하다	형용사	개념	성질
엉엉	부사	인간	소리
엊그제02/엊그제01	부사/명사	개념	시간
엎드리다	동사	인간	신체 행위
에스컬레이터	명사	주생활	주택 구성
에어로빅	명사	삶	여가 활동
에어컨	명사	주생활	생활용품
엘리베이터	명사	주생활	주택 구성
여02	명사	인간	사람의 종류
여가	명사	삶	여가 활동
여고	명사	교육	교육 기관
여기	대명사	개념	지시
여기다	동사	인간	인지 행위
여기저기	명사	개념	위치 및 방향
여당	명사	정치와 행정	정치 및 행정 주체
여덟02/여덟01	수사/관형사	개념	수
여덟째02∙여덟째01/여덟째03	수사·관형사/명사	개념	순서
여동생	명사	삶	친족 관계
여드레	명사	개념	시간
여드름	명사	삶	병과 증상
여든02/여든01	수사/관형사	개념	수
여러	관형사	개념	수
여러분	대명사	개념	인칭
여럿	명사	개념	수
여론	명사	사회생활	언어 행위
여류	명사	문화	문화 활동 주체
여름	명사	개념	시간
여름철	명사	개념	시간
여름휴가	명사	개념	시간
여리다	형용사	인간	성격
여사	명사	인간	사람의 종류
여섯02/여섯01	수사/관형사	개념	수
여섯째02·여섯째01/여섯째03	수사·관형사/명사	개념	순서
여성	명사	인간	사람의 종류
여성적01∙여성적02	관형사∙명사	인간	성격
여아00	명사	인간	사람의 종류
여야	명사	정치와 행정	정치 및 행정 주체
여우01	명사	동식물	동물류
여유롭다	형용사	인간	태도
여의다	동사	삶	삶의 행위
여인	명사	인간	사람의 종류
여자	명사	인간	사람의 종류
여전히	부사	인간	태도
여쭈다	동사	사회생활	언어 행위
여쭙다	동사	사회생활	언어 행위
여학생	명사	교육	교수 학습 주체
여행	명사	삶	여가 활동
여행가	명사	사회생활	직업
여행사	명사	사회생활	직장
여행지	명사	삶	여가 시설
역03	명사	사회생활	교통 이용 장소
역겹다	형용사	인간	감정
역도	명사	삶	여가 도구
역량	명사	인간	능력
역사	명사	교육	전공과 교과목
역사가	명사	사회생활	직업
연01	명사	개념	시간
연03	명사	삶	여가 도구
연간	명사	개념	시간
연결	명사	사회생활	통신 행위
연고01	명사	삶	약품류
연구	명사	교육	학문 행위
연구소	명사	교육	학교 시설
연구실	명사	교육	학교 시설
연구원01	명사	사회생활	직업
연구원02	명사	교육	학교 시설
연구자	명사	교육	교수 학습 주체
연극	명사	문화	대중문화
연금01	명사	경제생활	경제 수단
연기자	명사	문화	문화 활동 주체
연날리기	명사	삶	여가 활동
연대01	명사	개념	시간
연대02	명사	사회생활	사회 활동
연도01	명사	개념	시간
연두색	명사	개념	색깔
연락	명사	사회생활	사회 활동
연료	명사	자연	자원
연말	명사	개념	시간
연말연시	명사	개념	시간
연못	명사	자연	지형
연봉	명사	경제생활	경제 수단
연비	명사	사회생활	교통수단
연상01	명사	사회생활	인간관계
연상02	명사	인간	인지 행위
연설	명사	사회생활	언어 행위
연수	명사	교육	교수 학습 행위
연습02	명사	교육	교수 학습 행위
연애	명사	삶	삶의 행위
연약하다	형용사	인간	체력 상태
연연하다01/연연하다02	동사/형용사	인간	인지 행위
연예	명사	문화	문화 활동
연예인	명사	문화	문화 활동 주체
연인	명사	사회생활	인간관계
연일01/연일02	명사/부사	개념	시간
연장자	명사	사회생활	인간관계
연주	명사	문화	문화 활동
연주자	명사	문화	문화 활동 주체
연주회	명사	문화	문화생활 장소
연중	명사	개념	시간
연체료	명사	경제생활	경제 수단
연초	명사	개념	시간
연평균	명사	개념	양
연필	명사	교육	학습 관련 사물
연하	명사	사회생활	인간관계
연하다	형용사	개념	색깔
연하다	형용사	개념	색깔
연휴	명사	개념	시간
열02/열01	수사/관형사	개념	수
열03	명사	개념	모양
열04	명사	삶	병과 증상
열거	명사	사회생활	언어 행위
열광	명사	인간	태도
열대	명사	개념	지역
열등감	명사	인간	감정
열람실	명사	교육	학교 시설
열렬하다	형용사	인간	태도
열망	명사	인간	인지 행위
열매	명사	동식물	식물의 부분
열성	명사	인간	태도
열성적01∙열성적02	관형사∙명사	인간	태도
열쇠	명사	주생활	생활용품
열의	명사	인간	감정
열정	명사	인간	태도
열중	명사	인간	태도
열째02∙열째01/열째03	수사∙관형사/명사	개념	순서
열차	명사	사회생활	교통수단
열풍01	명사	자연	기상 및 기후
열흘	명사	개념	시간
염려	명사	인간	인지 행위
염색	명사	의생활	미용 행위
염소01	명사	동식물	동물류
염원	명사	인간	인지 행위
염증	명사	삶	병과 증상
염치	명사	인간	태도
엽서	명사	사회생활	소통 수단
엿새	명사	개념	시간
영01	부사	개념	수
영국	명사	개념	지역
영리	명사	경제생활	경제 상태
영리하다	형용사	인간	능력
영문02	명사	사회생활	말
영상01	명사	사회생활	매체
영상02	명사	개념	온도
영세민	명사	경제생활	경제 상태
영수증	명사	경제생활	경제 수단
영양가	명사	식생활	맛
영양사00	명사	사회생활	직업
영양제	명사	삶	약품류
영어	명사	사회생활	말
영업	명사	사회생활	직장 생활
영웅	명사	인간	사람의 종류
영원	명사	개념	시간
영원히	부사	개념	시간
영장	명사	정치와 행정	사법 및 치안 행위
영재	명사	인간	사람의 종류
영하	명사	개념	온도
영화01	명사	문화	대중문화
영화감독	명사	문화	문화 활동 주체
영화관	명사	문화	문화생활 장소
영화배우	명사	문화	문화 활동 주체
옆	명사	개념	위치 및 방향
옆구리	명사	인간	신체 부위
옆집	명사	주생활	주거 지역
예01	명사	개념	시간
예06	명사	사회생활	사회 활동
예06	명사	사회생활	사회 활동
예감	명사	인간	인지 행위
예견	명사	인간	인지 행위
예금	명사	경제생활	경제 행위
예년	명사	개념	시간
예능	명사	문화	대중문화
예리하다	형용사	인간	성격
예매	명사	삶	여가 활동
예문	명사	사회생활	소통 수단
예물	명사	사회생활	사회 활동
예민하다	형용사	인간	성격
예배	명사	종교	종교 행위
예보	명사	자연	기상 및 기후
예쁘다	형용사	인간	용모
예산	명사	경제생활	경제 수단
예상	명사	인간	인지 행위
예수	명사	종교	신앙 대상
예순02/예순01	수사/관형사	개념	수
예술	명사	문화	예술
예술가	명사	문화	문화 활동 주체
예술품	명사	문화	예술
예습	명사	교육	교수 학습 행위
예식장	명사	삶	가족 행사
예약	명사	삶	여가 활동
예언	명사	사회생활	언어 행위
예의	명사	사회생활	사회 활동
예의범절	명사	인간	태도
예전	명사	개념	시간
예절	명사	사회생활	사회 활동
예정일	명사	개념	시간
예측	명사	인간	인지 행위
옛날	명사	개념	시간
옛날	명사	개념	시간
옛날이야기	명사	사회생활	언어 행위
옛말00	명사	사회생활	말
오03/오04	수사/관형사	개념	수
오가다	동사	삶	일상 행위
오기01	명사	인간	감정
오누이	명사	삶	친족 관계
오늘02/오늘01	부사/명사	개념	시간
오늘날	명사	개념	시간
오다01	동사	인간	신체 행위
오다01	동사	자연	기상 및 기후
오디오	명사	주생활	생활용품
오락01	명사	삶	여가 활동
오락01	명사	삶	여가 활동
오락실	명사	삶	여가 시설
오래	부사	개념	시간
오래간만	명사	개념	시간
오래도록	부사	개념	시간
오래되다	형용사	개념	시간
오래오래	부사	개념	시간
오랜	관형사	개념	시간
오랜만	명사	개념	시간
오랫동안	명사	개념	시간
오렌지	명사	식생활	과일
오르막길	명사	자연	지형
오른발	명사	인간	신체 부위
오른손	명사	인간	신체 부위
오른쪽	명사	개념	위치 및 방향
오른팔	명사	인간	신체 부위
오른편	명사	개념	위치 및 방향
오름세	명사	경제생활	경제 상태
오리	명사	동식물	동물류
오리다	동사	인간	신체 행위
오만00	명사	인간	태도
오빠	명사	삶	친족 관계
오십01/오십02	수사/관형사	개념	수
오월	명사	개념	시간
오이	명사	식생활	채소
오전	명사	개념	시간
오줌	명사	인간	생리 현상
오징어	명사	식생활	식재료
오케스트라	명사	문화	음악
오토바이	명사	사회생활	교통수단
오페라	명사	문화	대중문화
오피스텔	명사	주생활	건물 종류
오해	명사	인간	인지 행위
오후02	명사	개념	시간
옥상	명사	주생활	주택 구성
옥수수	명사	식생활	곡류
온	관형사	개념	정도
온난화	명사	자연	재해
온대	명사	개념	지역
온도	명사	개념	온도
온돌	명사	주생활	주택 구성
온라인	명사	사회생활	매체
온몸	명사	인간	신체 부위
온수	명사	식생활	음료
온실가스00	명사	자연	재해
온전하다	형용사	개념	모양
온종일02/온종일01	부사/명사	개념	시간
온통/온통00	부사/명사	개념	정도
온화하다	형용사	자연	기상 및 기후
올	명사	개념	시간
올라가다	동사	인간	신체 행위
올라오다	동사	인간	신체 행위
올리다	동사	경제생활	경제 행위
올림01	명사	사회생활	통신 행위
올바르다	형용사	인간	태도
올여름	명사	개념	시간
올해	명사	개념	시간
옳다01	형용사	인간	인지 행위
옷	명사	의생활	옷 종류
옷감	명사	의생활	옷감
옷걸이	명사	주생활	생활용품
옷깃	명사	의생활	옷의 부분
옷자락	명사	의생활	옷의 부분
옷장	명사	주생활	생활용품
옷차림	명사	의생활	의복 착용 상태
옹기종기	부사	개념	모양
와이셔츠	명사	의생활	옷 종류
와인	명사	식생활	음료
완만하다02	형용사	개념	모양
완성도	명사	개념	정도
완전히	부사	개념	정도
완치	명사	삶	치료 행위
완쾌	명사	삶	치료 행위
왈가왈부	명사	사회생활	언어 행위
왕	명사	정치와 행정	정치 및 행정 주체
왕궁	명사	문화	전통문화
왕권	명사	정치와 행정	정치 및 행정 행위
왕따00	명사	사회생활	사회 생활 상태
왕래	명사	사회생활	사회 활동
왕복	명사	사회생활	교통 이용 행위
왕위	명사	정치와 행정	정치 및 행정 주체
왕자01	명사	정치와 행정	정치 및 행정 주체
왜02	부사	개념	의문
왜소하다	형용사	개념	모양
외과	명사	삶	치료 시설
외교	명사	정치와 행정	정치 및 행정 행위
외교관	명사	정치와 행정	정치 및 행정 주체
외국	명사	개념	지역
외국어	명사	사회생활	말
외국인	명사	인간	사람의 종류
외동딸	명사	인간	사람의 종류
외동아들	명사	인간	사람의 종류
외래어	명사	사회생활	말
외로움	명사	인간	감정
외롭다	형용사	인간	감정
외모	명사	인간	용모
외무	명사	정치와 행정	정치 및 행정 행위
외무부00	명사	정치와 행정	정치 및 행정 주체
외박	명사	삶	일상 행위
외부	명사	개념	위치 및 방향
외삼촌	명사	삶	친족 관계
외숙모	명사	삶	친족 관계
외식	명사	식생활	식사 및 조리 행위
외식비	명사	경제생활	경제 수단
외신	명사	사회생활	통신 행위
외아들	명사	삶	친족 관계
외양	명사	인간	용모
외우다	동사	인간	인지 행위
외유내강	명사	인간	성격
외제	명사	경제생활	경제 행위
외출	명사	삶	일상 행위
외출복	명사	의생활	옷 종류
외치다	동사	사회생활	언어 행위
외투01	명사	의생활	옷 종류
외할머니	명사	삶	친족 관계
외할아버지	명사	삶	친족 관계
외향적01∙외향적02	관형사∙명사	인간	성격
외형	명사	개념	모양
외형적01∙외형적02	관형사∙명사	개념	모양
외화01	명사	경제생활	경제 수단
외환	명사	경제생활	경제 수단
왼발	명사	인간	신체 부위
왼손	명사	인간	신체 부위
왼쪽	명사	개념	위치 및 방향
왼편	명사	개념	위치 및 방향
요01	명사	주생활	생활용품
